set output "plot4.txt"

set xlabel 'Time (s)'
set ylabel 'rxPower (dBm)'
set key center right
splot "-"  title "txPower 20dBm", -94.0 title "-94 dBm CSThreshold"
0.0845992 26.2768 13.1568
0.0846992 27.3778 14.315
0.0847992 28.0091 17.8439
0.0848992 28.2201 20.4864
0.0849991 28.03 22.1811
0.0850991 27.4324 23.1371
0.0851991 26.3933 23.4729
0.0852991 24.8394 23.227
0.0853991 22.6269 22.3685
0.0854991 19.4544 20.7839
0.0855991 14.5416 18.2395
0.0856991 4.42967 14.4859
0.0857991 3.96748 11.8054
0.0858991 11.8166 15.0834
0.0859991 14.6163 18.8017
0.0860991 15.5307 21.3305
0.0861991 15.1894 22.9634
0.0862991 13.6892 23.9334
0.0863991 10.8943 24.3656
0.0864991 7.31245 24.3193
0.0865991 7.80273 23.8089
0.0866991 11.4679 22.8094
0.0867991 14.1373 21.2481
0.0868991 15.643 18.981
0.0869991 16.2057 15.7617
0.0870991 15.9221 11.5142
0.0871991 14.7801 9.43078
0.0872991 12.7446 12.4542
0.0873991 10.3454 15.3553
0.0874991 10.3047 17.1752
0.0875991 13.108 18.1785
0.0876991 15.8491 18.568
0.0877991 17.7909 18.4597
0.0878991 19.0033 17.9179
0.0879991 19.604 16.9774
0.0880991 19.6785 15.6642
0.0881991 19.2992 14.0509
0.0882991 18.5702 12.438
0.0883991 17.6996 11.6744
0.0884991 17.0506 12.5901
0.0885991 16.9643 14.6029
0.0886991 17.3841 16.7514
0.0887991 17.912 18.644
0.0888991 18.1856 20.1978
0.0889991 17.999 21.4119
0.0890991 17.2661 22.2976
0.0891991 16.097 22.8614
0.0892991 15.234 23.101
0.0893991 16.1021 23.0028
0.0894991 18.484 22.5378
0.0895991 20.983 21.654
0.0896991 23.0347 20.2587
0.0897991 24.573 18.1768
0.0898991 25.6365 15.0287
0.0899991 26.2659 9.72115
0.0900991 26.4846 -5.1248
0.0901991 26.2964 5.25829
0.0902991 25.6837 11.6579
0.0903991 24.6025 14.6193
0.0904991 22.975 16.1585
0.0905991 20.6848 16.8199
0.0906991 17.6522 16.8145
0.0907991 14.5111 16.2283
0.0908991 14.0298 15.0811
0.0909991 16.0953 13.3422
0.0910991 17.9456 10.9252
0.0911991 18.9531 7.68557
0.0912991 19.1426 3.78158
0.0913991 18.5398 2.49901
0.0914991 17.0809 6.11811
0.0915991 14.6109 10.0329
0.0916991 11.2418 13.2564
0.0917991 9.89406 15.898
0.0918991 12.8014 18.0523
0.0919991 15.7141 19.7678
0.0920991 17.5955 21.0701
0.0921991 18.6138 21.9699
0.0922991 18.954 22.4626
0.0923991 18.7813 22.5243
0.0924991 18.3425 22.1008
0.0925991 18.0782 21.0844
0.0926991 18.4783 19.2548
0.0927991 19.5586 16.1006
0.0928991 20.8585 10.1572
0.0929991 21.9701 5.91065
0.0930991 22.6937 14.3656
0.0931991 22.9381 19.0154
0.0932991 22.6291 21.8422
0.0933991 21.6475 23.6683
0.0934991 19.7428 24.8126
0.0935991 16.2733 25.4191
0.0936991 8.71987 25.5522
0.0937991 4.98195 25.2279
0.0938991 15.5072 24.4202
0.0939991 20.0191 23.0517
0.0940991 22.6466 20.9548
0.0941991 24.2467 17.7619
0.0942991 25.1241 12.5888
0.0943991 25.4024 6.32825
0.0944991 25.116 12.0254
0.0945991 24.2311 16.5991
0.0946991 22.6326 19.2259
0.0947991 20.0681 20.8078
0.0948991 16.0776 21.7434
0.0949991 11.6303 22.2478
0.095099 14.4154 22.4652
0.095199 18.6124 22.5044
0.095299 21.269 22.4417
0.095399 22.8415 22.3084
0.095499 23.6414 22.0804
0.095599 23.8259 21.6808
0.095699 23.4825 20.9887
0.095799 22.6924 19.8341
0.095899 21.6223 17.953
0.095999 20.677 14.8505
0.096099 20.4759 9.70387
0.096199 21.211 8.62853
0.096299 22.3638 14.7624
0.096399 23.4029 18.8928
0.096499 24.0837 21.5792
0.096599 24.3195 23.3723
0.096699 24.0642 24.5257
0.096799 23.2556 25.1641
0.096899 21.7719 25.3505
0.096999 19.3556 25.1158
0.097099 15.4076 24.4807
0.097199 8.87212 23.4912
0.097299 9.96469 22.3052
0.097399 15.8209 21.348
0.097499 19.1853 21.2556
0.097599 21.1723 22.1616
0.097699 22.3042 23.4961
0.097799 22.816 24.7444
0.097899 22.8295 25.6959
0.097999 22.4191 26.298
0.098099 21.6481 26.549
0.098199 20.6035 26.4578
0.098299 19.4388 26.0323
0.098399 18.4016 25.2788
0.098499 17.7551 24.2104
0.098599 17.5771 22.8681
0.098699 17.7059 21.367
0.098799 17.9371 19.9624
0.098899 18.178 19.0201
0.098999 18.4496 18.7226
0.099099 18.8124 18.8413
0.099199 19.2836 18.9956
0.099299 19.7995 18.9267
0.099399 20.243 18.5107
0.099499 20.4925 17.6958
0.099599 20.4445 16.4684
0.099699 20.0122 14.8638
0.099799 19.116 13.0326
0.099899 17.6938 11.3443
0.099999 15.8143 10.2719
e
